Unnamed: 0,userName,text,tweetcreatedts,tweet_clean,tweet_english
565,Ari Muzrahman,Sering sekali internal server error,07/01/2021 14:26,Sering sekali internal server error,Very often internal server error
566,ani widarti,Tidak bisa login,07/01/2021 03:35,Tidak bisa login,Can not login
567,Abeene SaktiSatria,Payah. Bikin laporan saja tidak bisa. Tulisannya internal server error. Bener bener dah... Disengaja atau gimana...,05/01/2021 05:04,Payah. Bikin laporan saja tidak bisa. Tulisannya internal server error. Bener bener dah... Disengaja atau gimana...,Bad.Making a report alone can't.The writing is internal server error.Really ... intentional or what ...
568,Telusur Channel (Tchannel),Keren,04/01/2021 06:50,Keren,Cool
569,kelik subardiman,"Nggak Niat bikin aplikasinya,cuma pencitraan??",30/12/2020 12:54,"Nggak Niat bikin aplikasinya,cuma pencitraan??","No intention of making the application, just imaging ??"
570,Miza Sartika,"Tidak membantu,saya berapa kali buat laporan malah terhapus secara otomatis.kemarin yang terakhir saya buat. Hari ini saya check sudah tidak ada.",30/12/2020 06:31,"Tidak membantu,saya berapa kali buat laporan malah terhapus secara otomatis.kemarin yang terakhir saya buat. Hari ini saya check sudah tidak ada.","Not helping, how many times I made a report instead deleted automatically. Through the last one I made.Today I check it out."
571,M Siregar,"Aplikasi yang bagus, semoga semua masalah bisa sampai kepada yang berwenang agar bisa ditindaklanjuti dengan sebaik-baiknya dan terselesaikan dengan baik.",29/12/2020 10:17,"Aplikasi yang bagus, semoga semua masalah bisa sampai kepada yang berwenang agar bisa ditindaklanjuti dengan sebaik-baiknya dan terselesaikan dengan baik.","Good application, hopefully all problems can reach the authorities so that they can be followed up as well as possible and resolved properly."
572,Man Bopenk,Laporan tidak bisa terkirim.erorr trus,28/12/2020 11:46,Laporan tidak bisa terkirim.erorr trus,Reports cannot be sent.
573,Dadi Priyanto,"Kenapa saya tidak dapat login kembali, ada note nya email anda sudah di gunakan, hadeuhhh",26/12/2020 08:19,"Kenapa saya tidak dapat login kembali, ada note nya email anda sudah di gunakan, hadeuhhh","Why can't I log in again, there is a note your email has been used, hadeuhhh"
574,Ismail Nur Hidayat,Sering internal server error ketika meminta informasi. Dan saya tidak tahu apakah ketika mengirim laporan harus selalu mencantumkan NIK dan nama?,21/12/2020 14:17,Sering internal server error ketika meminta informasi. Dan saya tidak tahu apakah ketika mengirim laporan harus selalu mencantumkan NIK dan nama?,Often internal server error when asking for information.And I don't know whether when sending a report must always include NIK and name?
575,Futiehime,Server eror ga bisa kirim.wew,21/12/2020 04:22,Server eror ga bisa kirim.wew,Server error can't send.wew
576,Rahmat Apriono,Internal server eror,21/12/2020 02:43,Internal server eror,Internal Server Error
577,Cakrawala_ Joe,Berantas pinjol liar dan rentenir perusak nkri.,12/12/2020 15:06,Berantas pinjol liar dan rentenir perusak nkri.,Eradication of illegal loans and loan sharks destroying the Republic of Indonesia.
578,Mangasi Napitupulu,"Berulangkalidiketik laporan tak terkirim,",12/12/2020 06:32,"Berulangkalidiketik laporan tak terkirim,","Repeatedly typed reports are not sent,"
579,Welly Avandro,"Ide untuk pembuatan saluran pengaduan secara nasional menurut saya sudah bagus, namun aplikasinya masih kurang mendukung. Masih banyak instansi pemerintah, baik pusat maupun daerah, yang belum ada di aplikasi. Dan yang cukup mengganggu yakni aplikasi yang sering error saat digunakan (gagal terkoneksi ke aplikasi). Oleh karena itu, saya harap agar pengembang dapat meningkatkan aplikasi ini agar dapat lebih nyaman digunakan dan bermanfaat sebagai saluran pengaduan nasional. Terima kasih.",12/12/2020 03:09,"Ide untuk pembuatan saluran pengaduan secara nasional menurut saya sudah bagus, namun aplikasinya masih kurang mendukung. Masih banyak instansi pemerintah, baik pusat maupun daerah, yang belum ada di aplikasi. Dan yang cukup mengganggu yakni aplikasi yang sering error saat digunakan (gagal terkoneksi ke aplikasi). Oleh karena itu, saya harap agar pengembang dapat meningkatkan aplikasi ini agar dapat lebih nyaman digunakan dan bermanfaat sebagai saluran pengaduan nasional. Terima kasih.","The idea for making a national complaint channel in my opinion is good, but the application is still not supportive.There are still many government agencies, both central and regional, which are not yet in the application.And what is quite annoying is applications that are often error when used (failed to connect to applications).Therefore, I hope that the developer can improve this application so that it can be more comfortable to use and be useful as a national complaint channel.Thank you"
580,Apen Tambunan,Alasan nya supaya saya bisa buat laporan di daerah saya,06/12/2020 19:08,Alasan nya supaya saya bisa buat laporan di daerah saya,The reason so that I can make reports in my area
581,MUHAMMAD IRSAN DARUSMAN,Sangat tidak bermutu dan tidak layak untuk app laporan!!!,06/12/2020 06:59,Sangat tidak bermutu dan tidak layak untuk app laporan!!!,Very unqualified and unfit for the report app !!!
582,April Rianto Baktiar,"Cepat, Tepat, Terselesaikan. Keren sangat membantu dalam menyampaikan keluhan",05/12/2020 13:06,"Cepat, Tepat, Terselesaikan. Keren sangat membantu dalam menyampaikan keluhan","Fast, right, resolved.Cool is very helpful in conveying complaints"
583,farris putra nugraha,Laporan saya dari 2017 tidak ada kejelasan.padahal terkait korupsi dan penggelapan dana pencairan uang negara oleh pejabat UANG RAKYAT YG DICURI. PERCUMA ADA APLIKASI INI. ADMINYA TIDAK AKTIF .PECAT SAJA ADMINYA. DI GAJI TETAPI TIDAK ADA TINDAK LANJUT.,04/12/2020 04:51,Laporan saya dari tidak ada kejelasan.padahal terkait korupsi dan penggelapan dana pencairan uang negara oleh pejabat UANG RAKYAT YG DICURI. PERCUMA ADA APLIKASI INI. ADMINYA TIDAK AKTIF .PECAT SAJA ADMINYA. DI GAJI TETAPI TIDAK ADA TINDAK LANJUT.,"My report is from no clarity. In fact, related to corruption and embezzlement of funds to disburse state money by stolen public money officials.It's useless to have this application.The adma is not active. Just fold the admi.In salary but there is no follow -up."
584,suryadi kewong,Like,03/12/2020 13:41,Like,Like
585,Tezar SosTA JAGO (UN),Cepat untuk ditangani keluhan2 masyarakat,03/12/2020 11:36,Cepat untuk ditangani keluhan2 masyarakat,Fast to handle community complaints
586,amin penjalan,"Saya melaporkan, tapi ketika saya lihat di profil, kenapa item laporan saya hilang?",02/12/2020 16:51,"Saya melaporkan, tapi ketika saya lihat di profil, kenapa item laporan saya hilang?","I reported, but when I saw on the profile, why did my report item miss?"
587,Alif Alvis120517,"Slow reapon gak tau kalau orng buru""",02/12/2020 08:28,"Slow reapon gak tau kalau orng buru""","Slow response doesn't know that new people """
588,Lufty Rezky,Semoga lancar,01/12/2020 13:37,Semoga lancar,I hope all goes well
589,D' Jeksons Tv,Aplikasinya kayak tak berguna. Masa buat laporan sudah seminggu tapi status laporan belum ada tanggapan dari pihak terkait. Ini namanya pembohongan publik.,28/11/2020 23:06,Aplikasinya kayak tak berguna. Masa buat laporan sudah seminggu tapi status laporan belum ada tanggapan dari pihak terkait. Ini namanya pembohongan publik.,The application is not useful.The period for the report has been a week but the status of the report has not been responded to from related parties.This is called public deception.
590,Desfourteen Telaumbanua,Laporan untuk segera di proses,25/11/2020 23:50,Laporan untuk segera di proses,Reports for immediately processed
591,Philip Sitor,Sering log out sendiri dan susah memberi tanggapan atas tindak lanjut Dinas terkait,24/11/2020 15:01,Sering log out sendiri dan susah memberi tanggapan atas tindak lanjut Dinas terkait,Often log out itself and difficult to respond to the follow -up of related agencies
592,Alwin Aziz,Saya kemarin baru buat laporan penipuan dan hari ini akun saya keluar sendiri beserta laporan saya hilang,22/11/2020 09:02,Saya kemarin baru buat laporan penipuan dan hari ini akun saya keluar sendiri beserta laporan saya hilang,Yesterday I just made a fraud report and today my account came out alone along with my report missing
593,Halim Purwo,Tolong dong punya saya dibantu.. Belum terverifikasi,22/11/2020 07:37,Tolong dong punya saya dibantu.. Belum terverifikasi,Please have me assisted .. not yet verified
594,Elisha Marsya,"Aplikasinya bagus,tinggal respon dr pihak terkait.Ini kesempatan pemerintah utk dapat kepercayaan rakyat yg memilih anda.",20/11/2020 15:05,"Aplikasinya bagus,tinggal respon dr pihak terkait.Ini kesempatan pemerintah utk dapat kepercayaan rakyat yg memilih anda.","The application is good, just response from related parties. This is an opportunity for the government to get the trust of the people who choose you."
595,Dariku Untukmu,Kok aku nggak bisa ngirim laporan ya....,13/11/2020 11:02,Kok aku nggak bisa ngirim laporan ya....,How come I can't send a report ...
596,Sy_121F,Bagus,10/11/2020 01:11,Bagus,Good
597,XEB XEB,Gak respon bintang 1,09/11/2020 14:17,Gak respon bintang,Not a star response
598,Achmad Subekti,"Kenapa saya tidak bisa kirim laporan? Lanjutan tidak bisa di klik. Pdhl data sudah lengkap, beserta gambar dll",07/11/2020 16:55,"Kenapa saya tidak bisa kirim laporan? Lanjutan tidak bisa di klik. Pdhl data sudah lengkap, beserta gambar dll","Why can't I send a report?Continued cannot be clicked.PDHL data is complete, along with images etc."
599,ADI Suryo,Harapan kami pada aplikasi ini pupus.. Respon laporan sangat buruk. Pasti disini banyak org korup yg tdk mau menerima masukan dr rakyatnya.,06/11/2020 04:15,Harapan kami pada aplikasi ini pupus.. Respon laporan sangat buruk. Pasti disini banyak org korup yg tdk mau menerima masukan dr rakyatnya.,Our hope in this application is disappearing .. Report response is very bad.Surely there are many corrupt people who do not want to accept input from their people.
600,AZZA AULIA sja,Mantap tempat mengadu,06/11/2020 02:03,Mantap tempat mengadu,Great place to complain
601,ahmad rizal ramadhan,Pokonya semua staff badan pemerintahan indonesia kebanyakan korupsi kerja lambat makan gaji buta kerjanya cuma ngobrol2 doang sesama rekan di kantor... kalah sama pekerja kasar dengan bercucuran keringat dan darah dengan waktu singkat bisa mereka selesaikan.. saya kutuk semua staff badan pemerintahan mendapat azab,05/11/2020 10:16,Pokonya semua staff badan pemerintahan indonesia kebanyakan korupsi kerja lambat makan gaji buta kerjanya cuma ngobrol2 doang sesama rekan di kantor... kalah sama pekerja kasar dengan bercucuran keringat dan darah dengan waktu singkat bisa mereka selesaikan.. saya kutuk semua staff badan pemerintahan mendapat azab,Pokonya All Staff of the Indonesian Government Agency Most Corruption Work Slow Eating Blind Working Salary Only chatting only fellow colleagues in the office ... Losing to the manufacturers by sweat and blood with a short time they can finish .. I curse all Staff of the Government Agency to get a punishment
602,motoline 94,lama di tanggapi,05/11/2020 08:44,lama di tanggapi,long responded
603,Riyan Permana,Di sistem tulisannya laporan selesai Tapi tidak ada tindak lanjutnya Buktinya seperti korupsi dana insentif covid buat medis dan korupsi keuangan buat tenaga medis Sebenarnya yg lambat atau acuh dari aplikasi atau oknum yg di percaya ya,04/11/2020 09:36,Di sistem tulisannya laporan selesai Tapi tidak ada tindak lanjutnya Buktinya seperti korupsi dana insentif covid buat medis dan korupsi keuangan buat tenaga medis Sebenarnya yg lambat atau acuh dari aplikasi atau oknum yg di percaya ya,In the writing system the report is completed but there is no follow -up proof such as corruption in incentive funding in incentives for medical and financial corruption for medical personnel who are actually slow or indifferent from applications or people who are believed to be
604,Wawan Wawan,"Saya mau mengadukan tentang aplikasi pinjaman online yg bunga nya melebihi rentenir, serta penagihannya seperti mengejar maling. Seandainya hutang bermilyar2 dan gak bayar bertahun2 wajar dikejar2 setiap menit. Ini cuma berapa ratus saja sudah seperti mengejar maling.",03/11/2020 08:32,"Saya mau mengadukan tentang aplikasi pinjaman online yg bunga nya melebihi rentenir, serta penagihannya seperti mengejar maling. Seandainya hutang bermilyar2 dan gak bayar bertahun2 wajar dikejar2 setiap menit. Ini cuma berapa ratus saja sudah seperti mengejar maling.","I want to complain about the online loan application whose interest is exceeding moneylenders, and the billing is like chasing a thief.If the debt is billions and not paying for years, it is reasonable to be pursued every minute.This is only how many hundred is like chasing a thief."
605,davina senjaya,Laporan saya masih blm di respon. Entah kapan direspon,01/11/2020 07:51,Laporan saya masih blm di respon. Entah kapan direspon,My report is still not responded to.I don't know when to respond
606,Riki Ibrahim,jangan pernah beri ruang bagi oknum2 yang tidak bisa bekerja,01/11/2020 04:34,jangan pernah beri ruang bagi oknum2 yang tidak bisa bekerja,Never give room for individuals who can't work
607,TRI BAROTO,Bagus,31/10/2020 04:11,Bagus,Good
608,AKHMAD AKBAR,"Mau buat laporan pinjaman online tapi error terus,",31/10/2020 03:11,"Mau buat laporan pinjaman online tapi error terus,","Want to make an online loan report but keep error,"
609,Erlan Martin Kurniawan,"Apa gunanya ada aplikasi semacam ini kalau apa yang kita laporkan dan adukan hanya di abaikan oleh instansi terkait/lembaga terkait tanpa di tanggapi dan diambil tindakan atas aduan atau laporan paling di jawab sekenanya oleh instansi/lembaga yg diadukan ,lantas apa gunanya aplikasi lapor ini",30/10/2020 12:54,"Apa gunanya ada aplikasi semacam ini kalau apa yang kita laporkan dan adukan hanya di abaikan oleh instansi terkait/lembaga terkait tanpa di tanggapi dan diambil tindakan atas aduan atau laporan paling di jawab sekenanya oleh instansi/lembaga yg diadukan ,lantas apa gunanya aplikasi lapor ini","What is the point of this application if what we report and stir is only ignored by related agencies/related institutions without responding and taken on the complaint or report is the most answered casually by the agency/institution that is complained, then what is the point of this report application"
